Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado
TIENDA ARA 0285 ZUCA PLAZA,BOGOTA,2780098,2017/02/13,ACTIVA,2025/03/20,2025
TIENDA ARA 0286 GRANCOLOMBIANO BOSA,BOGOTA,2806532,2017/04/19,ACTIVA,2025/03/20,2025
TIENDA ARA 0287 ZIPAQUIRA LA ESMERALDA,BOGOTA,2822988,2017/05/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0288 TOCAIMA,GIRARDOT,84071,2017/04/25,ACTIVA,2025/03/20,2025
TIENDA ARA 0289 BARRANQUILLA SAN SALVADOR,BARRANQUILLA,677948,2017/06/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0291 SOLEDAD MANUELA BELTRAN,BARRANQUILLA,673741,2017/05/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0293 SANTA MARTA BASTIDAS,SANTA MARTA PARA EL MAGDALENA,190624,2017/06/28,ACTIVA,2025/03/21,2025
TIENDA ARA 0294 PACHO CENTRO,FACATATIVA,109753,2017/05/03,ACTIVA,2025/03/26,2025
TIENDA ARA 0295 QUIROGA CENTRAL,BOGOTA,2806533,2017/04/19,ACTIVA,2025/03/20,2025
TIENDA ARA 0296 FUSAGASUGA CENTRO CALLE 8,BOGOTA,2934452,2018/03/16,ACTIVA,2025/03/20,2025
TIENDA ARA 0297 BOGOTA CHICO NORTE TRES,BOGOTA,2854734,2017/08/15,ACTIVA,2025/03/20,2025
TIENDA ARA 0298 IBAGUE RICAURTE ALTO,IBAGUE,286269,2017/12/01,ACTIVA,2025/03/21,2025
TIENDA ARA 0299 SAHAGUN PLAZA,MONTERIA,155803,2017/05/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0300 SINCELEJO LA TOSCANA,SINCELEJO,97518,2017/06/21,ACTIVA,2025/03/21,2025
TIENDA ARA 0301 ESPINAL CENTRO,SUR Y ORIENTE DEL TOLIMA,90674,2017/08/01,ACTIVA,2025/03/19,2025
TIENDA ARA 0302 SOACHA CIUDAD SALITRE,BOGOTA,2822990,2017/05/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0303 ANAPOIMA,GIRARDOT,85752,2017/08/22,ACTIVA,2025/03/20,2025
TIENDA ARA 0304 FUNZA SERREZUELITA,FACATATIVA,112899,2017/08/16,ACTIVA,2025/03/26,2025
TIENDA ARA 0306 SOGAMOSO SAN MARTÍN CENTRO,SOGAMOSO,71866,2017/07/13,ACTIVA,2025/03/25,2025
TIENDA ARA 0307 BOGOTA BARRANCAS DOS,BOGOTA,2886916,2017/10/31,ACTIVA,2025/03/20,2025
TIENDA ARA 0308 CARTAGENA PROVIDENCIA,CARTAGENA,37996302,2017/06/30,ACTIVA,2025/03/21,2025
TIENDA ARA 0309 SANTA MARTA RODADERO SUR GAIRA,SANTA MARTA PARA EL MAGDALENA,190625,2017/06/28,ACTIVA,2025/03/21,2025
TIENDA ARA 0310 BOGOTA SAN CRISTOBAL SUR,BOGOTA,2854743,2017/08/15,ACTIVA,2025/03/20,2025
TIENDA ARA 0311 BOGOTA SANTANDER ANTONIO NARIÑO,BOGOTA,3004030,2018/08/27,CANCELADA,/  /,2018
TIENDA ARA 0311 GUADUAS CENTRO,HONDA,69645,2020/09/07,ACTIVA,2025/03/21,2025
TIENDA ARA 0313 PAIPA CENTRO,DUITAMA,86418,2017/08/18,CANCELADA,2018/03/14,2018
TIENDA ARA 0313 UBATE JUAN JOSE NEIRA,BOGOTA,3043785,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0316 DUITAMA CENTRO,DUITAMA,92223,2018/10/10,ACTIVA,2025/03/25,2025
TIENDA ARA 0317 DOSQUEBRADAS LA BADEA,DOSQUEBRADAS,52192,2017/06/02,ACTIVA,2025/03/20,2025
TIENDA ARA 0319 BOGOTA SUBA LAS FLORES,BOGOTA,2896490,2017/11/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0320 TUNJA PROYECTO VIVENTE,TUNJA,162948,2018/09/06,ACTIVA,2025/03/25,2025
TIENDA ARA 0321 BARRANQUILLA CARIBE VERDE,BARRANQUILLA,677990,2017/06/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0322 GIRARDOT CENTRO,GIRARDOT,85121,2017/07/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0323 GIRARDOT CR 10 CENTRO,GIRARDOT,85141,2017/07/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0324 SOLEDAD CENTRO,BARRANQUILLA,677998,2017/06/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0326 MARIQUITA CR 4,HONDA,60871,2017/08/16,ACTIVA,2025/03/21,2025
TIENDA ARA 0327 SOGAMOSO CALLE 11,SOGAMOSO,71918,2017/07/18,ACTIVA,2025/03/25,2025
TIENDA ARA 0328 CHOCONTA PARQUE PRINCIPAL,BOGOTA,2863906,2017/09/04,ACTIVA,2025/03/20,2025
TIENDA ARA 0329 CARTAGENA EL BOSQUE,CARTAGENA,38008702,2017/07/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0330 AGUA DE DIOS,GIRARDOT,85753,2017/08/22,ACTIVA,2025/03/20,2025
TIENDA ARA 0332 GALERAS,SINCELEJO,97647,2017/06/29,ACTIVA,2025/03/21,2025
TIENDA ARA 0333 SAN PEDRO,SINCELEJO,97644,2017/06/29,ACTIVA,2025/03/21,2025
TIENDA ARA 0334 COVEÑAS,SINCELEJO,97674,2017/06/30,ACTIVA,2025/03/21,2025
TIENDA ARA 0335 MONTERIA EL MORA,MONTERIA,159034,2017/10/05,ACTIVA,2025/03/20,2025
TIENDA ARA 0336 PRADO CALLE 55,BARRANQUILLA,720598,2018/11/13,ACTIVA,2025/03/21,2025
TIENDA ARA 0337 BARANOA CENTRO,BARRANQUILLA,677996,2017/06/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0339 TUNJA SUAREZ RENDON,TUNJA,152154,2017/08/15,ACTIVA,2025/03/25,2025
TIENDA ARA 0340 IBAGUE EL JARDIN,IBAGUE,282844,2017/08/17,CANCELADA,2019/03/19,2019
TIENDA ARA 0341 SOLEDAD COSTA HERMOSA,BARRANQUILLA,677992,2017/06/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0342 IBAGUE SAN PEDRO ALEJANDRINO,IBAGUE,286241,2017/11/30,ACTIVA,2025/03/21,2025
TIENDA ARA 0343 MOSQUERA CENTRO,FACATATIVA,121694,2018/06/22,ACTIVA,2025/03/26,2025
TIENDA ARA 0344 MONIQUIRA PLAZA SIMON BOLIVAR,TUNJA,154731,2017/12/01,ACTIVA,2025/03/25,2025
TIENDA ARA 0345 COPEY CENTRO,VALLEDUPAR,145733,2017/06/29,ACTIVA,2025/03/21,2025
TIENDA ARA 0346 CARTAGENA LOS CORALES,CARTAGENA,38007602,2017/07/04,CANCELADA,2017/07/04,2017
TIENDA ARA 0346 CARTAGENA LOS CORALES,CARTAGENA,38676802,2017/11/30,ACTIVA,2025/03/21,2025
TIENDA ARA 0347 MONTERIA EL DORADO,MONTERIA,159035,2017/10/05,ACTIVA,2025/03/20,2025
TIENDA ARA 0348 VILLA DE LEYVA CENTRO,TUNJA,152155,2017/08/15,ACTIVA,2025/03/25,2025
TIENDA ARA 0352 FUSAGASUGA LA QUERENCIA,BOGOTA,2862854,2017/08/31,ACTIVA,2025/03/20,2025
TIENDA ARA 0353 EL COLEGIO CENTRO,GIRARDOT,87073,2017/12/01,CANCELADA,2018/03/14,2018
TIENDA ARA 0354 PURIFICACION ZONA SUR,SUR Y ORIENTE DEL TOLIMA,91226,2017/09/12,ACTIVA,2025/03/19,2025
TIENDA ARA 0355 VENADILLO CENTRO,IBAGUE,282845,2017/08/17,ACTIVA,2025/03/21,2025
TIENDA ARA 0356 CHIQUINQUIRA CRA 10,TUNJA,154722,2017/12/01,ACTIVA,2025/03/25,2025
TIENDA ARA 0357 CHIA VARIANTE,BOGOTA,2896482,2017/11/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0358 SOLEDAD SAN ANTONIO,BARRANQUILLA,686542,2017/10/03,ACTIVA,2025/03/21,2025
TIENDA ARA 0359 BARRANQUILLA LAS NIEVES,BARRANQUILLA,686539,2017/10/03,ACTIVA,2025/03/21,2025
TIENDA ARA 0360 RAMIRIQUI,TUNJA,165572,2018/11/26,ACTIVA,2025/03/25,2025
TIENDA ARA 0361 SOLEDAD BELLA MURILLO,BARRANQUILLA,686541,2017/10/03,ACTIVA,2025/03/21,2025
TIENDA ARA 0362 TUNJA LOS MUISCAS,TUNJA,154734,2017/12/01,ACTIVA,2025/03/25,2025
TIENDA ARA 0363 GRANADA LA AURORA,VILLAVICENCIO,323313,2017/11/07,ACTIVA,2025/03/20,2025
TIENDA ARA 0366 FUSAGASUGA CARRERA 6,BOGOTA,2857271,2017/08/18,ACTIVA,2025/03/20,2025
TIENDA ARA 0367 MELGAR CENTRO,SUR Y ORIENTE DEL TOLIMA,92143,2017/12/06,ACTIVA,2025/03/19,2025
TIENDA ARA 0368 CHIQUINQUIRA LOCAL CARRERA 9,TUNJA,152890,2017/09/15,ACTIVA,2025/03/25,2025
TIENDA ARA 0370 SAN MARTIN CENTRO,VILLAVICENCIO,323887,2017/11/20,ACTIVA,2025/03/20,2025
TIENDA ARA 0373 LERIDA CALLE 8,HONDA,61939,2017/12/01,ACTIVA,2025/03/21,2025
TIENDA ARA 0375 IBAGUE PIEDRA PINTADA,IBAGUE,285616,2017/11/07,ACTIVA,2025/03/21,2025
TIENDA ARA 0376 CARTAGENA LA MATUNA,CARTAGENA,38677102,2017/12/01,ACTIVA,2025/03/21,2025
TIENDA ARA 0377 CHINU,MONTERIA,159031,2017/10/05,ACTIVA,2025/03/20,2025
TIENDA ARA 0378 CAUCASIA CENTRO,MEDELLIN PARA ANTIOQUIA,64584402,2017/10/26,ACTIVA,2025/03/19,2025
TIENDA ARA 0379 ACACIAS BARRIO COOPERATIVO,VILLAVICENCIO,322075,2017/10/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0380 GUADUAS CENTRO,HONDA,64315,2018/09/11,CANCELADA,2018/09/11,2018
TIENDA ARA 0383 SANTA MARTA LAS AMERICAS,SANTA MARTA PARA EL MAGDALENA,194214,2017/10/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0384 TOLU CENTRO,SINCELEJO,109802,2019/05/16,ACTIVA,2025/03/21,2025
TIENDA ARA 0386 BOGOTA LA FRAGUITA,BOGOTA,2896496,2017/11/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0387 BOGOTA MARICHUELA,BOGOTA,2879922,2017/10/11,ACTIVA,2025/03/20,2025
TIENDA ARA 0388 BARRANQUILLA PRADO CRA 53,BARRANQUILLA,688141,2017/10/25,ACTIVA,2025/03/21,2025
TIENDA ARA 0389 CARTAGENA SANTA MONICA,CARTAGENA,38672702,2017/11/30,ACTIVA,2025/03/21,2025
TIENDA ARA 0390 MONTELIBANO,MONTERIA,160103,2017/11/29,ACTIVA,2025/03/20,2025
TIENDA ARA 0391 MONTERIA RANCHO GRANDE,MONTERIA,160099,2017/11/29,ACTIVA,2025/03/20,2025
TIENDA ARA 0392 BARRANQUILLA SANTA ANA,BARRANQUILLA,690664,2017/11/28,ACTIVA,2025/03/21,2025
TIENDA ARA 0394 BOGOTA VILLA MAGDALA,BOGOTA,2879918,2017/10/11,ACTIVA,2025/03/20,2025
TIENDA ARA 0395 BOGOTA EDIFICIO SAN PEDRO,BOGOTA,2888615,2017/11/04,ACTIVA,2025/03/20,2025
TIENDA ARA 0396 BARRANQUILLA 7 DE ABRIL,BARRANQUILLA,690887,2017/12/01,ACTIVA,2025/03/21,2025
TIENDA ARA 0398 SUESCA CENTRO,BOGOTA,2896499,2017/11/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0399 CHAPARRAL PARQUE PRINCIPAL,SUR Y ORIENTE DEL TOLIMA,92144,2017/12/06,ACTIVA,2025/03/19,2025
TIENDA ARA 0400 GRANADA CENTRO,VILLAVICENCIO,324484,2017/12/04,ACTIVA,2025/03/20,2025
TIENDA ARA 0401 PUERTO LOPEZ CENTRO,VILLAVICENCIO,324476,2017/12/01,ACTIVA,2025/03/20,2025
TIENDA ARA 0402 ZIPAQUIRA EL REPOSO,BOGOTA,2938786,2018/03/26,ACTIVA,2025/03/20,2025
TIENDA ARA 0403 BOGOTA CHICO CARRERA 15,BOGOTA,2896484,2017/11/30,ACTIVA,2025/03/20,2025
TIENDA ARA 0404 CERETE AVENIDA SANTANDER,MONTERIA,160100,2017/11/29,ACTIVA,2025/03/20,2025
TIENDA ARA 0405 BARRANQUILLA CHIQUINQUIRA,BARRANQUILLA,690666,2017/11/28,ACTIVA,2025/03/21,2025
TIENDA ARA 0406 DUITAMA AV DE LAS AMERICAS,DUITAMA,87788,2017/11/30,ACTIVA,2025/03/25,2025
TIENDA ARA 0407 CAUCASIA ASOVIVIENDA,MEDELLIN PARA ANTIOQUIA,64776102,2017/11/30,ACTIVA,2025/03/19,2025
TIENDA ARA 0408 VILLAVICENCIO LA BASTILLA,VILLAVICENCIO,323878,2017/11/17,ACTIVA,2025/03/20,2025
TIENDA ARA 0410 SALDANA,SUR Y ORIENTE DEL TOLIMA,92145,2017/12/06,ACTIVA,2025/03/19,2025
TIENDA ARA 0411 BARRANQUILLA BOYACA,BARRANQUILLA,690885,2017/12/01,ACTIVA,2025/03/21,2025
TIENDA ARA 0412 BOGOTA FONTIBON HAYUELOS,BOGOTA,2893620,2017/11/21,ACTIVA,2025/03/20,2025
TIENDA ARA 0415 LA CALERA CENTRO,BOGOTA,2898104,2017/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0416 MONTERIA RIO DE JANEIRO,MONTERIA,162387,2018/03/16,ACTIVA,2025/03/20,2025
TIENDA ARA 0418 BOGOTA CHAPINERO MARLY CL 47,BOGOTA,2898107,2017/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0419 BOGOTA MODELIA,BOGOTA,2899630,2017/12/14,ACTIVA,2025/03/20,2025
TIENDA ARA 0420 BOGOTA CLARET,BOGOTA,2917245,2018/02/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0421 IBAGUE CARRERA 3,IBAGUE,289371,2018/03/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0422 BOGOTA SIETE DE AGOSTO,BOGOTA,2917242,2018/02/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0423 BOYACA SOGAMOSO CALLE 13,SOGAMOSO,74215,2018/03/17,CANCELADA,2018/03/17,2018
TIENDA ARA 0423 BOYACA SOGAMOSO CL 13,SOGAMOSO,74193,2018/03/15,ACTIVA,2025/03/25,2025
TIENDA ARA 0424 GIRARDOT,GIRARDOT,88264,2018/03/14,ACTIVA,2025/03/20,2025
TIENDA ARA 0426 BOGOTA SANTA ISABEL,BOGOTA,2900333,2017/12/19,ACTIVA,2025/03/20,2025
TIENDA ARA 0427 BARRANQUILLA METROCENTRO,BARRANQUILLA,694591,2018/02/02,ACTIVA,2025/03/21,2025
TIENDA ARA 0428 BOGOTA RESTREPO CENTRO,BOGOTA,2930521,2018/03/08,ACTIVA,2025/03/20,2025
TIENDA ARA 0429 BOGOTA PORCIUNCULA,BOGOTA,2907153,2018/01/19,ACTIVA,2025/03/20,2025
TIENDA ARA 0434 BOGOTA VERACRUZ CR 10,BOGOTA,2934456,2018/03/16,ACTIVA,2025/03/20,2025
TIENDA ARA 0435 BOGOTA FONTIBON CALLE 20,BOGOTA,2938788,2018/03/26,ACTIVA,2025/03/20,2025
TIENDA ARA 0436 BOGOTA SOCORRO KENNEDY,BOGOTA,2955202,2018/05/03,ACTIVA,2025/03/20,2025
TIENDA ARA 0438 BOGOTA CHAPINERO SAN MARCOS,BOGOTA,2917243,2018/02/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0439 BOGOTA SANTA HELENITA,BOGOTA,2913158,2018/02/01,ACTIVA,2025/03/20,2025
TIENDA ARA 0440 SAN MARCOS SUCRE,SINCELEJO,104030,2018/05/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0444 MADRID LAS PALMAS,FACATATIVA,117680,2018/02/23,ACTIVA,2025/03/26,2025
TIENDA ARA 0446 LA DORADA CENTRO,LA DORADA,52268,2018/07/24,ACTIVA,2025/03/20,2025
TIENDA ARA 0447 BARRANQUILLA SANTUARIO,BARRANQUILLA,710681,2018/07/17,ACTIVA,2025/03/21,2025
TIENDA ARA 0448 CIENAGA DE ORO CENTRO,MONTERIA,164567,2018/06/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0449 BOGOTA CHAPINERO CALLE 58,BOGOTA,2946635,2018/04/13,ACTIVA,2025/03/20,2025
TIENDA ARA 0450 BARRANCABERMEJA,BARRANCABERMEJA,113596,2018/09/08,ACTIVA,2025/03/21,2025
TIENDA ARA 0451 CAUCASIA CARACOLI,MEDELLIN PARA ANTIOQUIA,65257402,2018/02/20,ACTIVA,2025/03/19,2025
TIENDA ARA 0453 SINCELEJO SAN CARLOS,SINCELEJO,103900,2018/04/25,ACTIVA,2025/03/21,2025
TIENDA ARA 0454 BOGOTA TOBERIN,BOGOTA,2936542,2018/03/21,ACTIVA,2025/03/20,2025
TIENDA ARA 0455 BARRANQUILLA LA VICTORIA,BARRANQUILLA,710679,2018/07/17,ACTIVA,2025/03/21,2025
TIENDA ARA 0456 ANAPOIMA LIBERIA,GIRARDOT,88304,2018/03/16,CANCELADA,2025/03/20,2025
TIENDA ARA 0457 TUNJA MALDONADO,TUNJA,161827,2018/07/25,ACTIVA,2025/03/25,2025
TIENDA ARA 0458 LA MESA CALLE 8,GIRARDOT,89474,2018/06/20,ACTIVA,2025/03/20,2025
TIENDA ARA 0459 HONDA BARRIO BOGOTA,HONDA,63071,2018/04/17,ACTIVA,2025/03/21,2025
TIENDA ARA 0461 BARRANQUILLA RECREO CRA 41,BARRANQUILLA,715095,2018/09/07,ACTIVA,2025/03/21,2025
TIENDA ARA 0462 ACACIAS BACHUE,VILLAVICENCIO,333202,2018/05/24,ACTIVA,2025/03/20,2025
TIENDA ARA 0463 BOGOTA NORMANDIA,BOGOTA,2990131,2018/07/25,ACTIVA,2025/03/20,2025
TIENDA ARA 0467 BARRANQUILLA ALTOS DEL LIMON,BARRANQUILLA,720597,2018/11/13,ACTIVA,2025/03/21,2025
TIENDA ARA 0468 BARRANQUILLA SAN MARTIN,BARRANQUILLA,715737,2018/09/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0469 BOGOTA TUNA BAJA SUBA,BOGOTA,3006641,2018/09/03,ACTIVA,2025/03/20,2025
TIENDA ARA 0471 FACATATIVA CARRERA 2,FACATATIVA,121655,2018/06/22,ACTIVA,2025/03/26,2025
TIENDA ARA 0472 BOGOTA QUIRIGUA,BOGOTA,2976318,2018/06/21,ACTIVA,2025/03/20,2025
TIENDA ARA 0473 BOGOTA LA VICTORIA,BOGOTA,2963798,2018/05/23,ACTIVA,2025/03/20,2025
TIENDA ARA 0475 BARRANQUILLA LA PAZ,BARRANQUILLA,710680,2018/07/17,ACTIVA,2025/03/21,2025
TIENDA ARA 0476 BARRANQUILLA CENTRO CALLE 30,BARRANQUILLA,720595,2018/11/13,ACTIVA,2025/03/21,2025
TIENDA ARA 0477 BARRANQUILLA CIUDAD JARDIN,BARRANQUILLA,715736,2018/09/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0478 BOGOTA GRAN AMERICA,BOGOTA,2971196,2018/06/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0479 SOACHA DANUBIO,BOGOTA,3010255,2018/09/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0482 SOACHA SAN BERNARDINO,BOGOTA,2971190,2018/06/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0483 BOGOTA LA CANDELARIA,BOGOTA,3011799,2018/09/13,ACTIVA,2025/03/20,2025
TIENDA ARA 0484 BOJACA CENTRO,FACATATIVA,123586,2018/08/28,ACTIVA,2025/03/26,2025
TIENDA ARA 0485 VILLAPINZON CENTRO,BOGOTA,3006653,2018/09/03,ACTIVA,2025/03/20,2025
TIENDA ARA 0486 SOACHA RINCON DE SANTAFE,BOGOTA,3027803,2018/10/22,ACTIVA,2025/03/20,2025
TIENDA ARA 0487 BARRANQUILLA LA PLAYA CRA 10,BARRANQUILLA,720596,2018/11/13,ACTIVA,2025/03/21,2025
TIENDA ARA 0488 MALAMBO EL CARMEN,BARRANQUILLA,718961,2018/10/24,ACTIVA,2025/03/21,2025
TIENDA ARA 0489 BOGOTA LAS FERIAS OCCIDENTAL,BOGOTA,2976317,2018/06/21,ACTIVA,2025/03/20,2025
TIENDA ARA 0490 IBAGUE LA CAROLINA,IBAGUE,293118,2018/06/26,ACTIVA,2025/03/21,2025
TIENDA ARA 0491 VILLAVICENCIO LA ESPERANZA,VILLAVICENCIO,334900,2018/06/28,ACTIVA,2025/03/20,2025
TIENDA ARA 0492 BARRANQUILLA EL POBLADO,BARRANQUILLA,715735,2018/09/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0494 TUNJA CENTRO,TUNJA,161232,2018/07/10,ACTIVA,2025/03/25,2025
TIENDA ARA 0495 BOGOTA GRANJA SAN PABLO,BOGOTA,2979278,2018/06/28,ACTIVA,2025/03/20,2025
TIENDA ARA 0496 VILLAVICENCIO CIUDAD PORFIA,VILLAVICENCIO,336654,2018/08/02,ACTIVA,2025/03/20,2025
TIENDA ARA 0497 SANTA ROSA DE VITERBO,DUITAMA,92483,2018/11/09,ACTIVA,2025/03/25,2025
TIENDA ARA 0498 PAIPA CENTRO,DUITAMA,91969,2018/09/13,ACTIVA,2025/03/25,2025
TIENDA ARA 0499 ARMERO GUAYABAL CENTRO,HONDA,63976,2018/07/27,ACTIVA,2025/03/21,2025
TIENDA ARA 050 PEREIRA,PEREIRA,18090165,2014/08/04,ACTIVA,2025/03/20,2025
TIENDA ARA 0500 ORTEGA CENTRO,SUR Y ORIENTE DEL TOLIMA,96119,2018/11/06,ACTIVA,2025/03/19,2025
TIENDA ARA 0501 MANATI CALLE 8,BARRANQUILLA,715734,2018/09/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0505 SANTA MARTA RODADERO CRA 2,SANTA MARTA PARA EL MAGDALENA,216687,2019/05/22,ACTIVA,2025/03/21,2025
TIENDA ARA 0506 VILLAVICENCIO EL BARZAL,VILLAVICENCIO,336659,2018/08/03,ACTIVA,2025/03/20,2025
TIENDA ARA 0509 VILLAVICENCIO EL TRIUNFO,VILLAVICENCIO,342602,2018/11/27,ACTIVA,2025/03/20,2025
TIENDA ARA 0511 VILLAVICENCIO LA CORALINA,VILLAVICENCIO,342630,2018/11/27,ACTIVA,2025/03/20,2025
TIENDA ARA 0512 SAMACA CENTRO,TUNJA,162945,2018/09/06,ACTIVA,2025/03/25,2025
TIENDA ARA 0513 CUCUTA AVENIDA 5,CUCUTA,336938,2018/09/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0514 CAJICA EL CANELON,BOGOTA,3009657,2018/09/08,ACTIVA,2025/03/20,2025
TIENDA ARA 0515 IBAGUE EL SALADO,IBAGUE,295853,2018/09/12,ACTIVA,2025/03/21,2025
TIENDA ARA 0516 BOGOTA RICAURTE,BOGOTA,3010297,2018/09/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0517 ZIPAQUIRA JULIO CARO,BOGOTA,3035368,2018/11/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0518 GUASCA CENTRO,BOGOTA,3043784,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0519 BOGOTA EL CONTADOR,BOGOTA,3035369,2018/11/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0520 LA MESA EL RECUERDO,GIRARDOT,90443,2018/09/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0523 VILLAVICENCIO CIUDAD MILENIO,VILLAVICENCIO,339050,2018/09/18,ACTIVA,2025/03/20,2025
TIENDA ARA 0524 PALMAR DE VARELA,BARRANQUILLA,721483,2018/11/26,ACTIVA,2025/03/21,2025
TIENDA ARA 0527 IBAGUE BELALCAZAR,IBAGUE,296156,2018/09/19,ACTIVA,2025/03/21,2025
TIENDA ARA 0528 BOGOTA SUR EDUARDO FREY,BOGOTA,3043770,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0530 BOGOTA JULIO FLORES SUBA,BOGOTA,3035371,2018/11/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0532 CAMPO DE LA CRUZ CENTRO,BARRANQUILLA,720594,2018/11/13,ACTIVA,2025/03/21,2025
TIENDA ARA 0534 BOGOTA TERMINAL DE TRANSPORTES,BOGOTA,3043782,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0535 BOGOTA NUEVO SAN ANDRES,BOGOTA,3043767,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0536 SANTA MARTA MANZANARES CRA 4,SANTA MARTA PARA EL MAGDALENA,214562,2019/03/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0537 CARTAGENA TERNERA,CARTAGENA,40679702,2018/12/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0538 EMPORIO VILLAVICENCIO,VILLAVICENCIO,353534,2019/06/17,ACTIVA,2025/03/20,2025
TIENDA ARA 0539 APULO CENTRO,GIRARDOT,91203,2018/11/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0540 SUAN CENTRO,BARRANQUILLA,722010,2018/12/05,ACTIVA,2025/03/21,2025
TIENDA ARA 0541 LIBANO EL CENTRO,HONDA,64739,2018/11/09,ACTIVA,2025/03/21,2025
TIENDA ARA 0542 NEMOCON CENTRO,BOGOTA,3035376,2018/11/09,ACTIVA,2025/03/20,2025
TIENDA ARA 0543 BOGOTA 20 DE JULIO SAN CRISTOBAL,BOGOTA,3043766,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0544 CARTAGENA MORROS (LA BOQUILLA),CARTAGENA,40679502,2018/12/04,ACTIVA,2025/03/21,2025
TIENDA ARA 0545 SANTA MARTA PESCAITO,SANTA MARTA PARA EL MAGDALENA,214563,2019/03/27,ACTIVA,2025/03/21,2025
TIENDA ARA 0546 BOGOTA UNIVERSIDADES NIEVES,BOGOTA,3043769,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0547 BARRANQUILLA ALTO PRADO CALLE 82,BARRANQUILLA,727359,2019/02/20,ACTIVA,2025/03/21,2025
TIENDA ARA 0548 EL RETEN CENTRO,SANTA MARTA PARA EL MAGDALENA,212677,2019/02/14,ACTIVA,2025/03/21,2025
TIENDA ARA 0549 BOGOTA TINTALA,BOGOTA,3043774,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0551 CENTRO CUMARAL,VILLAVICENCIO,353487,2019/06/17,ACTIVA,2025/03/20,2025
TIENDA ARA 0552 VILLAVICENCIO SAN DIEGO,VILLAVICENCIO,343014,2018/12/10,ACTIVA,2025/03/20,2025
TIENDA ARA 0553 BOGOTA FLORENCIA,BOGOTA,3043760,2018/12/06,ACTIVA,2025/03/20,2025
TIENDA ARA 0555 CERETE CENTRO,MONTERIA,169828,2019/02/21,ACTIVA,2025/03/20,2025
TIENDA ARA 0556 GUAMAL,VILLAVICENCIO,343220,2018/12/14,ACTIVA,2025/03/20,2025
TIENDA ARA 0557 RESTREPO,VILLAVICENCIO,343227,2018/12/14,ACTIVA,2025/03/20,2025
TIENDA ARA 0558 BOGOTA ALCAZARES,BOGOTA,3044927,2018/12/12,ACTIVA,2025/03/20,2025
TIENDA ARA 0559 BOGOTA BOYACA REAL,BOGOTA,3044936,2018/12/12,ACTIVA,2025/03/20,2025
