ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,mujer,edad,nivel_educativo,formal,informal
367,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.71428573,33.42857,7.714286,5.0,2.0
371,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4117647,38.588234,7.470588,11.0,5.0
373,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77.0,2.0,0.0,1.0
952,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.0,36.25,9.25,1.0,3.0
365,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4,27.0,8.4,2.0,1.0
364,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4375,29.0625,7.0,9.0,7.0
427,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.1,36.3,7.6,6.0,4.0
428,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,55.0,10.0,1.0,0.0
426,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26.0,7.0,1.0,0.0
372,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4,48.6,7.0,1.0,4.0
377,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28.0,9.0,1.0,0.0
376,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,58.0,4.0,0.0,1.0
375,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,40.333332,8.333333,3.0,3.0
506,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.375,56.25,7.75,2.0,6.0
985,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.45454547,34.636364,8.363636,8.0,3.0
507,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.75,47.5,9.25,2.0,2.0
510,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
515,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.75,45.75,6.25,3.0,1.0
514,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.0,5.0,2.0,0.0
512,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.333332,5.6666665,1.0,2.0
575,2019,0.0,0,2.0,1,1.0,1,0.0,0,0.625,35.75,7.25,6.0,1.0
539,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.22222222,31.777779,8.111111,8.0,1.0
540,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.6,38.6,7.4,2.0,3.0
328,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.36842105,41.789474,7.4736843,12.0,7.0
378,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.27272728,44.272728,7.090909,5.0,5.0
330,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5,43.0,9.166667,5.0,2.0
332,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,35.8,8.9,7.0,2.0
379,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.25,30.5,9.0,4.0,0.0
508,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56.0,11.333333,1.0,2.0
509,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.42857143,40.857143,9.428572,3.0,4.0
531,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.75,31.25,6.25,2.0,2.0
532,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,58.0,5.6666665,0.0,3.0
533,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.75,42.75,5.0,2.0,2.0
546,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,82.0,2.0,0.0,0.0
547,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,33.666668,7.3333335,4.0,2.0
535,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.75,34.75,5.25,0.0,4.0
542,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.71428573,39.0,6.571429,4.0,3.0
549,2019,0.0,0,0.0,0,1.0,1,0.0,0,,,,,
989,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.25,6.75,2.0,2.0
410,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.36363637,38.727272,6.2727275,6.0,5.0
541,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44.0,6.0,2.0,0.0
537,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
525,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.2,43.4,10.4,3.0,2.0
524,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.42857143,38.142857,8.428572,3.0,4.0
536,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
534,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,50.5,8.0,1.0,1.0
523,2019,1.0,1,0.0,0,2.0,1,0.0,0,0.5,29.75,8.0,3.0,1.0
538,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,32.0,5.0,0.0,2.0
521,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
519,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.25,36.75,7.1666665,5.0,6.0
411,2019,0.0,0,0.0,0,1.0,1,3.0,1,0.3,34.5,5.7,3.0,7.0
577,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
578,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
579,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,38.5,5.25,4.0,0.0
511,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,45.5,4.0,1.0,1.0
401,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,34.666668,6.0,2.0,1.0
406,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,21.0,9.0,1.0,0.0
400,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
402,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.47368422,38.210526,7.6842103,13.0,5.0
309,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.22222222,34.88889,7.7777777,7.0,3.0
399,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,42.666668,4.6666665,3.0,0.0
313,2019,0.0,0,2.0,1,1.0,1,2.0,1,0.16666667,44.5,6.111111,9.0,9.0
315,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
316,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.6666667,46.0,5.6666665,1.0,2.0
307,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,27.0,8.333333,3.0,1.0
268,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
270,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
284,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
347,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
348,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,42.25,8.25,1.0,3.0
346,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.75,41.75,6.5,1.0,3.0
992,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.6,41.8,9.3,7.0,3.0
349,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,47.666668,9.0,0.0,3.0
345,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6,35.8,8.76,19.0,6.0
351,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.44,39.76,8.64,14.0,11.0
356,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,55.0,6.5,1.0,1.0
357,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,43.75,9.0,5.0,3.0
360,2019,0.0,0,1.0,1,3.0,1,0.0,0,0.875,50.25,8.75,0.0,7.0
966,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,8.0,0.0,1.0
358,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,43.666668,9.0,0.0,3.0
395,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.75,32.5,11.0,4.0,0.0
339,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,45.333332,8.333333,4.0,2.0
843,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.375,35.375,8.125,4.0,4.0
363,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.5833333,42.88889,7.4166665,20.0,15.0
337,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.5,65.5,11.0,1.0,1.0
336,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5,46.0,8.5,2.0,4.0
441,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.625,42.125,9.25,4.0,4.0
362,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.375,38.375,6.6875,8.0,8.0
335,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.44444445,39.666668,8.333333,5.0,4.0
333,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,42.5,11.5,1.0,1.0
331,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,65.0,7.5,0.0,2.0
429,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,36.0,13.0,1.0,0.0
518,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
366,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
483,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
353,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59.5,9.0,2.0,0.0
338,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,47.333332,9.333333,2.0,1.0
269,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
171,2019,0.0,0,0.0,0,1.0,1,2.0,1,0.4,43.0,7.2,1.0,4.0
172,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,38.666668,8.666667,12.0,2.0
206,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5,38.0,7.375,5.0,2.0
205,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
211,2019,0.0,0,1.0,1,0.0,0,1.0,1,,,,,
300,2019,0.0,0,1.0,1,0.0,0,1.0,1,0.36363637,40.272728,9.090909,6.0,5.0
299,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.45454547,36.409092,9.5,18.0,2.0
135,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.41666666,34.25,8.0,8.0,3.0
134,2019,1.0,1,0.0,0,2.0,1,1.0,1,0.71428573,32.857143,10.285714,6.0,1.0
170,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,31.0,7.0,2.0,1.0
175,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,40.5,9.0,0.0,4.0
173,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.4,37.0,7.1,7.0,1.0
176,2019,0.0,0,0.0,0,0.0,0,2.0,1,0.42105263,36.736843,8.105263,16.0,3.0
169,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,43.0,7.3333335,2.0,1.0
223,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.33333334,42.666668,7.0,4.0,2.0
177,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,33.5,12.0,1.0,1.0
136,2019,1.0,1,1.0,1,2.0,1,0.0,0,0.2631579,35.36842,10.052631,16.0,3.0
233,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,32.666668,8.666667,3.0,0.0
841,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,47.5,6.0,2.0,7.0
842,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5555556,46.555557,7.2222223,5.0,3.0
214,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,27.333334,9.333333,2.0,1.0
297,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
207,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.25,37.5,8.25,2.0,2.0
203,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.42857143,49.285713,8.142858,5.0,2.0
209,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,41.0,9.0,2.0,0.0
210,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.33333334,51.0,7.5,2.0,4.0
178,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.4347826,33.782608,9.086957,15.0,6.0
131,2019,0.0,0,1.0,1,0.0,0,1.0,1,0.33333334,38.5,7.6666665,7.0,5.0
181,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.2,35.4,5.2,1.0,4.0
182,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48.0,11.0,1.0,0.0
202,2019,0.0,0,0.0,0,1.0,1,1.0,1,0.5,36.5,7.0,1.0,1.0
179,2019,0.0,0,1.0,1,3.0,1,0.0,0,0.33333334,34.444443,8.222222,6.0,3.0
216,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.2857143,48.285713,6.0,5.0,2.0
215,2019,1.0,1,0.0,0,1.0,1,4.0,1,0.6666667,49.333332,7.6666665,2.0,1.0
208,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.44444445,35.555557,7.5555553,5.0,3.0
180,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4,44.4,9.4,5.0,0.0
296,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
124,2019,2.0,1,0.0,0,1.0,1,0.0,0,0.25,40.0,5.625,5.0,3.0
130,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
128,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.5,5.0,1.0,1.0
228,2019,0.0,0,0.0,0,1.0,1,0.0,0,,,,,
229,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,34.0,10.333333,3.0,0.0
163,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5833333,44.083332,7.75,8.0,3.0
137,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,44.0,4.6666665,3.0,0.0
249,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
159,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.0,3.0,0.0,1.0
161,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,35.0,10.230769,21.0,4.0
160,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,25.0,9.333333,3.0,0.0
162,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
8,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
855,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31.666666,7.3333335,2.0,1.0
958,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
960,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18.0,8.0,1.0,0.0
959,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
6,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
5,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
27,2019,0.0,0,0.0,0,7.0,1,0.0,0,0.32,42.96,7.84,12.0,13.0
29,2019,0.0,0,0.0,0,0.0,0,3.0,1,1.0,42.0,9.0,2.0,0.0
9,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.33333334,28.833334,9.0,5.0,1.0
956,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,21.0,5.0,0.0,1.0
957,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.0,12.0,1.0,0.0
47,2019,0.0,0,1.0,1,6.0,1,2.0,1,0.33333334,38.333332,8.333333,3.0,0.0
48,2019,0.0,0,0.0,0,1.0,1,1.0,1,0.0,58.666668,5.0,1.0,2.0
49,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5,34.75,8.5,2.0,2.0
64,2019,0.0,0,3.0,1,4.0,1,1.0,1,1.0,28.0,6.0,1.0,0.0
65,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35.0,7.0,1.0,0.0
50,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,40.0,9.0,1.0,0.0
53,2019,0.0,0,0.0,0,4.0,1,1.0,1,0.46153846,42.53846,9.923077,9.0,4.0
52,2019,1.0,1,1.0,1,2.0,1,0.0,0,0.33333334,34.88889,8.055555,10.0,9.0
54,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.8,48.2,7.0,2.0,3.0
61,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
22,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
21,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
55,2019,0.0,0,0.0,0,1.0,1,2.0,1,0.5,41.75,8.75,2.0,2.0
56,2019,0.0,0,0.0,0,2.0,1,18.0,1,0.5,25.75,6.5,7.0,1.0
59,2019,0.0,0,0.0,0,2.0,1,0.0,0,1.0,27.0,7.0,1.0,0.0
60,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.6,34.4,7.4,0.0,5.0
23,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,29.0,9.666667,1.0,1.0
17,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.16666667,52.0,4.8333335,2.0,4.0
116,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.0,7.0,0.0,1.0
117,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
118,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
115,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.25,42.5,7.75,2.0,2.0
114,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.6,35.4,6.8,0.0,5.0
113,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,2.0,0.0,1.0
110,2019,0.0,0,2.0,1,0.0,0,0.0,0,0.0,25.5,5.5,1.0,1.0
106,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,40.0,9.0,0.0,1.0
109,2019,1.0,1,1.0,1,1.0,1,0.0,0,1.0,42.0,11.0,1.0,0.0
111,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,50.5,10.0,0.0,2.0
108,2019,0.0,0,0.0,0,2.0,1,1.0,1,0.875,27.125,7.375,6.0,1.0
90,2019,0.0,0,2.0,1,1.0,1,0.0,0,0.6666667,40.333332,10.333333,3.0,0.0
14,2019,0.0,0,0.0,0,0.0,0,1.0,1,,,,,
13,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,43.0,11.0,1.0,0.0
16,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,19.0,10.0,1.0,0.0
15,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
12,2019,0.0,0,1.0,1,1.0,1,2.0,1,0.4,47.2,5.0,2.0,3.0
11,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.14285715,46.57143,8.428572,3.0,4.0
77,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,58.0,9.0,0.0,2.0
63,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,31.25,8.75,2.0,2.0
26,2019,0.0,0,2.0,1,1.0,1,0.0,0,0.6666667,33.666668,6.0,2.0,1.0
25,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,47.0,9.0,1.0,2.0
24,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48.0,7.0,1.0,0.0
817,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,34.5,9.0,1.0,1.0
939,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,42.75,6.5,1.0,3.0
754,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,42.5,6.5,1.0,1.0
940,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
942,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43.0,5.3333335,1.0,2.0
943,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,46.0,6.0,1.0,2.0
944,2019,0.0,0,1.0,1,0.0,0,2.0,1,0.0,34.4,4.4,4.0,2.0
571,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5714286,38.42857,6.857143,4.0,3.0
946,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.0,7.0,0.0,1.0
562,2019,0.0,0,1.0,1,0.0,0,1.0,1,0.5,29.5,7.75,1.0,2.0
948,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,43.0,9.666667,2.0,0.0
949,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
394,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,43.25,5.75,4.0,0.0
951,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.34615386,36.307693,7.8846154,16.0,9.0
844,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,28.0,8.0,2.0,0.0
387,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,41.666668,7.6666665,2.0,1.0
323,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
752,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,45.0,6.0,0.0,1.0
962,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,32.0,9.0,0.0,1.0
626,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,50.0,11.0,1.0,0.0
941,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44.5,5.0,2.0,0.0
964,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
383,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
359,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6,36.2,6.4,3.0,1.0
605,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
496,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,31.0,7.0,0.0,1.0
495,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
608,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
607,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
641,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28.5,8.0,1.0,1.0
653,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,36.0,7.0,0.0,1.0
974,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
610,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
976,2019,0.0,0,0.0,0,1.0,1,0.0,0,,,,,
635,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
656,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.0,7.0,1.0,0.0
978,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
980,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.0,7.0,1.0,0.0
981,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29.0,7.0,1.0,0.0
589,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,46.333332,5.0,0.0,3.0
983,2019,0.0,0,0.0,0,1.0,1,0.0,0,,,,,
984,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,42.0,7.0,1.0,1.0
580,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,5.0,0.0,1.0
503,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4,41.0,6.6,2.0,3.0
633,2019,0.0,0,1.0,1,0.0,0,0.0,0,,,,,
424,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,37.666668,9.0,2.0,1.0
416,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,37.142857,4.642857,6.0,7.0
990,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.4,32.0,6.6,4.0,6.0
340,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,47.0,11.0,1.0,0.0
352,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5833333,44.916668,9.916667,9.0,3.0
354,2019,1.0,1,0.0,0,1.0,1,0.0,0,0.44444445,40.47222,7.9722223,20.0,14.0
995,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,29.0,9.0,1.0,0.0
393,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,37.666668,8.666667,2.0,1.0
996,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.375,43.875,6.25,7.0,1.0
997,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.41666666,40.666668,7.8333335,8.0,4.0
999,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,22.5,10.0,2.0,0.0
306,2019,2.0,1,2.0,1,0.0,0,0.0,0,0.46153846,35.615383,7.8846154,23.0,4.0
835,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
42,2019,0.0,0,0.0,0,1.0,1,1.0,1,1.0,39.5,9.0,1.0,1.0
43,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
838,2019,0.0,0,0.0,0,1.0,1,12.0,1,0.09090909,41.090908,6.2727275,5.0,5.0
94,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.75,49.0,9.75,4.0,0.0
32,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,35.0,4.0,1.0,0.0
212,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,30.0,10.0,1.0,1.0
213,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,30.0,9.0,1.0,1.0
361,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.36363637,37.636364,7.818182,5.0,5.0
334,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,37.833332,7.6666665,4.0,1.0
845,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59.0,7.0,1.0,0.0
846,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,45.333332,5.0,1.0,2.0
247,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.47619048,34.38095,8.904762,16.0,5.0
254,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4375,42.3125,7.625,6.0,10.0
166,2019,0.0,0,2.0,1,0.0,0,0.0,0,1.0,36.0,6.6666665,3.0,0.0
144,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.45,36.5,9.3,13.0,6.0
145,2019,1.0,1,1.0,1,0.0,0,0.0,0,0.6666667,42.166668,7.5,6.0,0.0
146,2019,0.0,0,1.0,1,1.0,1,1.0,1,0.625,36.625,8.5,7.0,1.0
853,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.6666667,36.666668,10.333333,2.0,1.0
58,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.5,47.25,8.0,1.0,2.0
28,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,45.0,8.5,3.0,1.0
10,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,37.0,9.0,1.0,1.0
7,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.11111111,45.666668,6.7777777,4.0,5.0
4,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
3,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
2,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
141,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,39.666668,8.166667,4.0,2.0
905,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.5405405,41.027027,6.108108,14.0,23.0
903,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.2857143,37.214287,6.714286,3.0,10.0
917,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
908,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.75,40.5625,6.75,6.0,10.0
913,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.42222223,40.422222,7.022222,21.0,23.0
914,2019,0.0,0,0.0,0,2.0,1,2.0,1,0.5,38.875,7.3125,9.0,7.0
930,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
915,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.6923077,35.615383,7.6153846,8.0,5.0
912,2019,0.0,0,1.0,1,2.0,1,1.0,1,0.48387095,34.451614,7.774194,17.0,14.0
911,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.33333334,34.555557,6.0,11.0,7.0
1500,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
